female_id offspring_weight gestation year
39  103 61.35 2011
39  87 61.35 2011
40  106 61.35 2011
40  95 61.35 2011
40  80 59.4985714285714 2011
41  81 59.4985714285714 2011
41  79 59.4985714285714 2011
41  78 59.4985714285714 2011
41  77 59.4985714285714 2011
41  79 59.4985714285714 2011
41  75 59.4985714285714 2011
42  112 61.27 2011
42  103 61.27 2011
42  108 61.27 2011
43  102 61.27 2011
43  72 55.9633333333333 2011
43  55 55.9633333333333 2011
44  71 55.9633333333333 2011
44  52 55.9633333333333 2011
44  66 55.9633333333333 2011
44  53 55.9633333333333 2011
44  252 74.8433333333333 2011
44  266 74.8433333333333 2011
45  256 74.8433333333333 2011
45  458 81.7233333333333 2011
45  423 81.7233333333333 2011
46  358 81.7233333333333 2011
46  445 81.7233333333333 2011
46  429 81.7233333333333 2011
46  415 81.7233333333333 2011
46  67 56.4966666666667 2011
46  65 56.4966666666667 2011
46  70 56.4966666666667 2011
47  67 56.4966666666667 2011
47  65 56.4966666666667 2011
47  73 56.4966666666667 2011
47  206 69.638 2011
47  197 69.638 2011
47  193 69.638 2011
48  197 69.638 2011
48  157 69.638 2011
48  294 75.91 2011
48  275 75.91 2011
48  295 75.91 2011
49  286 75.91 2011
49  210 75.91 2011
49  261 75.91 2011
50  220 73.11 2011
50  255 73.11 2011
50  235 73.11 2011
51  238 73.11 2011
51  17 44.63 2011
51  19 44.63 2011
51  18 44.63 2011
51  17 44.63 2011
51  18 44.63 2011
51  16 44.63 2011
51  18 44.63 2011
51  18 44.63 2011
52  417 80.7557142857143 2011
52  388 80.7557142857143 2011
52  365 80.7557142857143 2011
53  410 80.7557142857143 2011
53  388 80.7557142857143 2011
53  410 80.7557142857143 2011
53  402 80.7557142857143 2011
53  8 39.11 2011
53  8 39.11 2011
53  8 39.11 2011
54  503 91.0566666666667 2011
54  525 91.0566666666667 2011
54  500 91.0566666666667 2011
55  145 65.8833333333333 2011
55  143 65.8833333333333 2011
55  150 65.8833333333333 2011
55  85 65.8833333333333 2011
55  147 65.8833333333333 2011
55  130 65.8833333333333 2011
56  141 65.8833333333333 2011
56  158 65.8833333333333 2011
56  143 65.8833333333333 2011
56  506 85.19 2011
56  408 85.19 2011
56  435 85.19 2011
56  486 85.19 2011
57  454 85.19 2011
57  435 85.19 2011
57  384 85.19 2011
57  330 85.19 2011
58  17 44.55 2011
58  16 44.55 2011
58  21 45.2966666666667 2011
58  21 45.2966666666667 2011
58  21 45.2966666666667 2011
58  197 69.83 2011
59  182 69.83 2011
59  182 69.83 2011
59  350 77.59 2011
59  338 77.59 2011
59  297 77.59 2011
59  216 77.59 2011
60  306 78.87 2011
60  338 78.87 2011
60  298 78.87 2011
60  313 78.87 2011
60  14 41.3957142857143 2011
60  14 41.3957142857143 2011
60  14 41.3957142857143 2011
61  13 41.3957142857143 2011
61  13 41.3957142857143 2011
61  13 41.3957142857143 2011
61  12 41.3957142857143 2011
61  128 63.3233333333333 2011
61  116 63.3233333333333 2011
62  108 63.3233333333333 2011
62  392 78.2566666666667 2011
62  250 78.2566666666667 2011
62  362 78.2566666666667 2011
62  275 74.31 2011
63  260 74.31 2011
64  255 74.31 2011
64  250 74.31 2011
64  247 74.31 2011
64  315 79.494 2011
64  320 79.494 2011
65  326 79.494 2011
65  302 79.494 2011
65  308 79.494 2011
65  820 98.63 2011
65  482 87.1633333333333 2011
65  525 87.1633333333333 2011
66  465 87.1633333333333 2011
66  433 87.1633333333333 2011
66  465 87.1633333333333 2011
66  467 87.1633333333333 2011
66  434 87.174 2011
67  430 87.174 2011
67  448 87.174 2011
67  443 87.174 2011
67  451 87.174 2011
68  67 56.39 2011
68  65 56.39 2011
68  68 56.39 2011
